arm,family,layer,n,median_share,q25,q75,mean_share,median_n_atoms
rot2027,noise17,4,125,0.009944,0.008119,0.011267,0.009699,10.0
rot2027,noise17,5,125,0.010413,0.008410,0.012879,0.010470,12.0
rot2027,noise17,6,125,0.014883,0.012254,0.018596,0.014849,12.0
rot2027,noise17,7,125,0.012548,0.010764,0.016662,0.013609,12.0
rot2027,noise17,8,125,0.013769,0.011443,0.015358,0.013209,12.0
rot2027,noise17,9,125,0.011895,0.010972,0.013082,0.011757,11.0
rot2027,noise17,10,125,0.013250,0.011556,0.014049,0.013199,11.0
rot2027,noise17,11,125,0.033985,0.028408,0.045069,0.035101,25.0
rot2027,nullold,0,125,0.010926,0.010555,0.012174,0.011234,13.0
rot2027,nullold,1,125,0.012962,0.012344,0.013860,0.012344,11.0
rot2027,nullold,2,125,0.008334,0.007231,0.009853,0.008515,12.0
rot2027,nullold,3,125,0.008879,0.008040,0.009859,0.009120,12.0
rot2027,nullold,4,125,0.010416,0.009714,0.011443,0.010739,10.0
rot2027,nullold,5,125,0.010033,0.009602,0.010870,0.010405,13.0
rot2027,nullold,6,125,0.011128,0.010917,0.011871,0.011720,11.0
rot2027,nullold,7,125,0.014953,0.014497,0.016734,0.016399,13.0
rot2027,nullold,8,125,0.014407,0.013426,0.015939,0.014863,13.0
rot2027,nullold,9,125,0.011642,0.011006,0.012539,0.011844,11.0
rot2027,nullold,10,125,0.011469,0.010893,0.011718,0.011146,9.0
rot2027,nullold,11,125,0.028244,0.027589,0.032883,0.030499,25.0
rot2028,clean_last,0,125,0.028950,0.026144,0.033000,0.029865,17.0
rot2028,clean_last,1,125,0.032595,0.027158,0.037558,0.033384,24.0
rot2028,clean_last,2,125,0.033811,0.029452,0.041372,0.035202,22.0
rot2028,clean_last,3,125,0.029638,0.022910,0.036279,0.030094,20.0
rot2028,clean_last,4,125,0.027252,0.022408,0.032897,0.027530,18.0
rot2028,clean_last,5,125,0.027466,0.022925,0.031847,0.027644,17.0
rot2028,clean_last,6,125,0.019149,0.015254,0.023899,0.019884,14.0
rot2028,clean_last,7,125,0.017510,0.014113,0.021048,0.018150,12.0
rot2028,clean_last,8,125,0.012712,0.009255,0.015587,0.012732,10.0
rot2028,clean_last,9,125,0.014147,0.009939,0.017489,0.013970,10.0
rot2028,clean_last,10,125,0.015180,0.012728,0.018499,0.015891,12.0
rot2028,clean_last,11,125,0.043417,0.041044,0.046491,0.043475,25.0
rot2028,clean_mean,0,125,0.028653,0.026498,0.030948,0.028607,17.0
rot2028,clean_mean,1,125,0.017846,0.016663,0.020046,0.018635,16.0
rot2028,clean_mean,2,125,0.025502,0.024883,0.026404,0.025720,24.0
rot2028,clean_mean,3,125,0.032018,0.031123,0.032977,0.032135,22.0
rot2028,clean_mean,4,125,0.031125,0.030479,0.031956,0.031227,18.0
rot2028,clean_mean,5,125,0.028648,0.027872,0.029242,0.028600,13.0
rot2028,clean_mean,6,125,0.023006,0.022273,0.023688,0.023022,11.0
rot2028,clean_mean,7,125,0.023530,0.022818,0.024154,0.023540,12.0
rot2028,clean_mean,8,125,0.012600,0.011897,0.013248,0.012600,10.0
rot2028,clean_mean,9,125,0.009936,0.009414,0.010601,0.010046,10.0
rot2028,clean_mean,10,125,0.013563,0.013000,0.014748,0.013936,12.0
rot2028,clean_mean,11,125,0.042421,0.040954,0.044017,0.042445,25.0
rot2028,directions,0,2,0.024010,0.023284,0.024737,0.024010,10.5
rot2028,directions,1,2,0.027728,0.027118,0.028339,0.027728,14.0
rot2028,directions,2,2,0.024307,0.023641,0.024974,0.024307,18.5
rot2028,directions,3,2,0.022679,0.018263,0.027095,0.022679,14.5
rot2028,directions,4,2,0.021022,0.016218,0.025826,0.021022,12.0
rot2028,directions,5,2,0.019929,0.016385,0.023472,0.019929,11.5
rot2028,directions,6,2,0.015190,0.011718,0.018663,0.015190,11.0
rot2028,directions,7,2,0.016154,0.012891,0.019418,0.016154,12.0
rot2028,directions,8,2,0.014600,0.013253,0.015946,0.014600,11.0
rot2028,directions,9,2,0.011779,0.010855,0.012702,0.011779,10.5
rot2028,directions,10,2,0.012585,0.011905,0.013266,0.012585,13.0
rot2028,directions,11,2,0.047680,0.040751,0.054609,0.047680,25.0
rot2028,lang,0,125,0.018520,0.017983,0.029731,0.020627,11.0
rot2028,lang,1,125,0.021611,0.021316,0.035277,0.024335,19.0
rot2028,lang,2,125,0.020825,0.020426,0.030443,0.023440,17.0
rot2028,lang,3,125,0.026402,0.025035,0.033011,0.027015,17.0
rot2028,lang,4,125,0.024804,0.024155,0.031202,0.025557,18.0
rot2028,lang,5,125,0.020531,0.020093,0.028549,0.022591,15.0
rot2028,lang,6,125,0.013711,0.013301,0.022107,0.015859,11.0
rot2028,lang,7,125,0.013799,0.012791,0.020858,0.015297,13.0
rot2028,lang,8,125,0.012058,0.011559,0.013134,0.012270,12.0
rot2028,lang,9,125,0.014786,0.013939,0.015111,0.014360,13.0
rot2028,lang,10,125,0.018733,0.015986,0.019307,0.017968,21.0
rot2028,lang,11,125,0.048157,0.047170,0.055182,0.049766,25.0
rot2028,named,0,10,0.021911,0.019700,0.028333,0.024362,16.0
rot2028,named,1,10,0.028504,0.028163,0.035406,0.031645,18.0
rot2028,named,2,10,0.023948,0.023789,0.029124,0.025723,17.5
rot2028,named,3,10,0.025158,0.024807,0.027674,0.026477,15.0
rot2028,named,4,10,0.021746,0.021603,0.026563,0.023892,18.5
rot2028,named,5,10,0.019692,0.019680,0.021719,0.020745,13.5
rot2028,named,6,10,0.012420,0.011303,0.016900,0.014512,13.0
rot2028,named,7,10,0.011142,0.010693,0.015829,0.013708,10.5
rot2028,named,8,10,0.012444,0.012112,0.012778,0.012415,10.5
rot2028,named,9,10,0.014643,0.014141,0.014721,0.014436,12.0
rot2028,named,10,10,0.017109,0.016769,0.018416,0.017452,15.0
rot2028,named,11,10,0.047478,0.046677,0.050521,0.049042,25.0
rot2028,noise17,0,125,0.015794,0.013245,0.018359,0.016730,12.0
rot2028,noise17,1,125,0.021309,0.016612,0.022566,0.021694,18.0
rot2028,noise17,2,125,0.021280,0.020510,0.024008,0.023015,18.0
rot2028,noise17,3,125,0.024698,0.021204,0.026683,0.024367,17.0
rot2028,noise17,4,125,0.023944,0.020945,0.025663,0.023523,18.0
rot2028,noise17,5,125,0.020401,0.019607,0.021252,0.020964,13.0
rot2028,noise17,6,125,0.013729,0.012759,0.016792,0.015380,11.0
rot2028,noise17,7,125,0.013275,0.011510,0.017247,0.014808,13.0
rot2028,noise17,8,125,0.012281,0.011348,0.015012,0.013950,11.0
rot2028,noise17,9,125,0.014927,0.014080,0.015465,0.016021,10.0
rot2028,noise17,10,125,0.018526,0.017355,0.019455,0.019591,15.0
rot2028,noise17,11,125,0.047495,0.046362,0.048716,0.047676,25.0
rot2028,nullold,0,125,0.025680,0.021288,0.027333,0.024262,19.0
rot2028,nullold,1,125,0.029945,0.027810,0.030953,0.029170,22.0
rot2028,nullold,2,125,0.023852,0.023487,0.024272,0.023640,22.0
rot2028,nullold,3,125,0.027170,0.026801,0.029388,0.028328,23.0
rot2028,nullold,4,125,0.029936,0.029405,0.031030,0.030819,21.0
rot2028,nullold,5,125,0.028261,0.027345,0.028937,0.027904,15.0
rot2028,nullold,6,125,0.021209,0.020759,0.021968,0.021707,16.0
rot2028,nullold,7,125,0.021120,0.020858,0.021862,0.022117,16.0
rot2028,nullold,8,125,0.013905,0.013422,0.015844,0.015867,16.0
rot2028,nullold,9,125,0.013894,0.013529,0.015326,0.016064,12.0
rot2028,nullold,10,125,0.018057,0.017778,0.021280,0.020610,15.0
rot2028,nullold,11,125,0.055338,0.046701,0.057955,0.051821,25.0
